,work_year,salary_in_usd,clusters,cluster
7665,2022,150000,1,pink
7666,2022,100000,3,dark purple
7667,2022,160000,1,pink
7668,2022,135000,1,pink
7669,2022,216000,0,light pink
7670,2022,144000,1,pink
7671,2022,159000,1,pink
7672,2022,130000,1,pink
7673,2022,115934,1,pink
7674,2022,81666,3,dark purple
7675,2022,215000,0,light pink
7676,2022,150000,1,pink
7677,2022,246000,2,purple
7678,2022,201000,0,light pink
7679,2022,187000,0,light pink
7680,2022,153000,1,pink
7681,2022,255000,2,purple
7682,2022,185000,0,light pink
7683,2022,430967,2,purple
7684,2022,55410,3,dark purple
7685,2022,50432,3,dark purple
7686,2022,39925,3,dark purple
7687,2022,169000,0,light pink
7688,2022,110600,1,pink
7689,2022,60938,3,dark purple
7690,2022,140000,1,pink
7691,2022,120000,1,pink
7692,2022,75000,3,dark purple
7693,2022,60000,3,dark purple
7694,2022,50000,3,dark purple
7695,2022,134000,1,pink
7696,2022,124000,1,pink
7697,2022,166700,0,light pink
7698,2022,119000,1,pink
7699,2022,124234,1,pink
7700,2022,74540,3,dark purple
7701,2022,100000,3,dark purple
7702,2022,65000,3,dark purple
7703,2022,200000,0,light pink
7704,2022,220000,0,light pink
7705,2022,146000,1,pink
7706,2022,68293,3,dark purple
7707,2022,36773,3,dark purple
7708,2022,110000,1,pink
7709,2022,70000,3,dark purple
7710,2022,50000,3,dark purple
7711,2022,120000,1,pink
7712,2022,95000,3,dark purple
7713,2022,150000,1,pink
7714,2022,100000,3,dark purple
7715,2022,47280,3,dark purple
7716,2022,37824,3,dark purple
7717,2022,190000,0,light pink
7718,2022,135000,1,pink
7719,2022,128000,1,pink
7720,2022,81500,3,dark purple
7721,2022,173000,0,light pink
7722,2022,110000,1,pink
7723,2022,192000,0,light pink
7724,2022,120000,1,pink
7725,2022,115934,1,pink
7726,2022,81666,3,dark purple
7727,2022,120000,1,pink
7728,2022,95000,3,dark purple
7729,2022,190000,0,light pink
7730,2022,194000,0,light pink
7731,2022,129400,1,pink
7732,2022,201000,0,light pink
7733,2022,89200,3,dark purple
7734,2022,165000,0,light pink
7735,2022,125000,1,pink
7736,2022,230000,0,light pink
7737,2022,196000,0,light pink
7738,2022,130000,1,pink
7739,2022,90000,3,dark purple
7740,2022,150000,1,pink
7741,2022,100000,3,dark purple
7742,2022,230000,0,light pink
7743,2022,150000,1,pink
7744,2022,153600,1,pink
7745,2022,106800,1,pink
7746,2022,130000,1,pink
7747,2022,100000,3,dark purple
7748,2022,216000,0,light pink
7749,2022,144000,1,pink
7750,2022,180000,0,light pink
7751,2022,120000,1,pink
7752,2022,160000,1,pink
7753,2022,135000,1,pink
7754,2022,192500,0,light pink
7755,2022,140000,1,pink
7756,2022,152500,1,pink
7757,2022,130000,1,pink
7758,2022,65000,3,dark purple
7759,2022,55000,3,dark purple
7760,2022,178750,0,light pink
7761,2022,160000,1,pink
7762,2022,63040,3,dark purple
7763,2022,52533,3,dark purple
7764,2022,165000,0,light pink
7765,2022,135000,1,pink
7766,2022,170000,0,light pink
7767,2022,125000,1,pink
7768,2022,105000,1,pink
7769,2022,70000,3,dark purple
7770,2022,130000,1,pink
7771,2022,95000,3,dark purple
7772,2022,203500,0,light pink
7773,2022,152000,1,pink
7774,2022,197430,0,light pink
7775,2022,134760,1,pink
7776,2022,120000,1,pink
7777,2022,197000,0,light pink
7778,2022,99000,3,dark purple
7779,2022,220000,0,light pink
7780,2022,162000,1,pink
7781,2022,110446,1,pink
7782,2022,79178,3,dark purple
7783,2022,70186,3,dark purple
7784,2022,51716,3,dark purple
7785,2022,149040,1,pink
7786,2022,113900,1,pink
7787,2020,95000,3,dark purple
7788,2021,115000,1,pink
7789,2022,171000,0,light pink
7790,2022,100000,3,dark purple
7791,2022,78000,3,dark purple
7792,2022,120000,1,pink
7793,2022,95000,3,dark purple
7794,2022,110000,1,pink
7795,2022,70000,3,dark purple
7796,2022,50000,3,dark purple
7797,2022,185900,0,light pink
7798,2022,129300,1,pink
7799,2022,150000,1,pink
7800,2022,100000,3,dark purple
7801,2022,230000,0,light pink
7802,2022,154600,1,pink
7803,2022,204500,0,light pink
7804,2022,142200,1,pink
7805,2022,160000,1,pink
7806,2022,75000,3,dark purple
7807,2022,47280,3,dark purple
7808,2022,37824,3,dark purple
7809,2022,213000,0,light pink
7810,2022,152000,1,pink
7811,2022,140000,1,pink
7812,2022,120000,1,pink
7813,2022,110000,1,pink
7814,2022,70000,3,dark purple
7815,2022,227200,0,light pink
7816,2022,168000,0,light pink
7817,2022,64090,3,dark purple
7818,2022,60938,3,dark purple
7819,2022,243000,2,purple
7820,2022,183000,0,light pink
7821,2022,175000,0,light pink
7822,2022,150000,1,pink
7823,2022,130000,1,pink
7824,2022,90000,3,dark purple
7825,2022,165000,0,light pink
7826,2022,124000,1,pink
7827,2022,178000,0,light pink
7828,2022,132000,1,pink
7829,2022,300000,2,purple
7830,2022,130000,1,pink
7831,2022,169000,0,light pink
7832,2022,110600,1,pink
7833,2022,116000,1,pink
7834,2022,96000,3,dark purple
7835,2022,92350,3,dark purple
7836,2022,70186,3,dark purple
7837,2022,105000,1,pink
7838,2022,70000,3,dark purple
7839,2022,105236,1,pink
7840,2022,194000,0,light pink
7841,2022,129400,1,pink
7842,2022,190000,0,light pink
7843,2022,135000,1,pink
7844,2022,100000,3,dark purple
7845,2022,70000,3,dark purple
7846,2022,189750,0,light pink
7847,2022,140250,1,pink
7848,2022,130000,1,pink
7849,2022,100000,3,dark purple
7850,2022,160000,1,pink
7851,2022,109000,1,pink
7852,2022,250000,2,purple
7853,2022,150000,1,pink
7854,2022,206000,0,light pink
7855,2022,160000,1,pink
7856,2022,135000,1,pink
7857,2022,120000,1,pink
7858,2022,115573,1,pink
7859,2022,73546,3,dark purple
7860,2022,160000,1,pink
7861,2022,135000,1,pink
7862,2022,150000,1,pink
7863,2022,100000,3,dark purple
7864,2022,120000,1,pink
7865,2022,95000,3,dark purple
7866,2022,68293,3,dark purple
7867,2022,42026,3,dark purple
7868,2022,191200,0,light pink
7869,2022,130000,1,pink
7870,2022,191200,0,light pink
7871,2022,130000,1,pink
7872,2022,66192,3,dark purple
7873,2022,230000,0,light pink
7874,2022,154600,1,pink
7875,2022,120000,1,pink
7876,2022,95000,3,dark purple
7877,2022,140000,1,pink
7878,2022,120000,1,pink
7879,2022,169000,0,light pink
7880,2022,110600,1,pink
7881,2022,80000,3,dark purple
7882,2022,185900,0,light pink
7883,2022,129300,1,pink
7884,2022,135000,1,pink
7885,2022,110000,1,pink
7886,2022,155000,1,pink
7887,2022,140000,1,pink
7888,2022,205000,0,light pink
7889,2022,150000,1,pink
7890,2022,179500,0,light pink
7891,2022,134000,1,pink
7892,2022,180000,0,light pink
7893,2022,120000,1,pink
7894,2022,185900,0,light pink
7895,2022,129300,1,pink
7896,2022,175000,0,light pink
7897,2022,145000,1,pink
7898,2022,235000,0,light pink
7899,2022,175000,0,light pink
7900,2022,27317,3,dark purple
7901,2022,160000,1,pink
7902,2022,90000,3,dark purple
7903,2022,68293,3,dark purple
7904,2022,36773,3,dark purple
7905,2022,145000,1,pink
7906,2022,115000,1,pink
7907,2022,165000,0,light pink
7908,2022,135000,1,pink
7909,2022,168400,0,light pink
7910,2022,105200,1,pink
7911,2022,86193,3,dark purple
7912,2022,49253,3,dark purple
7913,2022,200000,0,light pink
7914,2022,160000,1,pink
7915,2022,47280,3,dark purple
7916,2022,37824,3,dark purple
7917,2022,198800,0,light pink
7918,2022,122600,1,pink
7919,2022,100000,3,dark purple
7920,2022,105066,1,pink
7921,2022,130000,1,pink
7922,2022,100000,3,dark purple
7923,2022,104663,1,pink
7924,2022,73880,3,dark purple
7925,2022,125000,1,pink
7926,2022,110000,1,pink
7927,2022,165000,0,light pink
7928,2022,124000,1,pink
7929,2022,148000,1,pink
7930,2022,107000,1,pink
7931,2022,150000,1,pink
7932,2022,100000,3,dark purple
7933,2022,160000,1,pink
7934,2022,135000,1,pink
7935,2022,120000,1,pink
7936,2022,95000,3,dark purple
7937,2022,153600,1,pink
7938,2022,106800,1,pink
7939,2022,100000,3,dark purple
7940,2022,65000,3,dark purple
7941,2022,120000,1,pink
7942,2022,95000,3,dark purple
7943,2022,63040,3,dark purple
7944,2022,36773,3,dark purple
7945,2022,310000,2,purple
7946,2022,239000,2,purple
7947,2022,299500,2,purple
7948,2022,245100,2,purple
7949,2022,168000,0,light pink
7950,2022,130000,1,pink
7951,2022,136000,1,pink
7952,2022,104000,1,pink
7953,2022,161000,1,pink
7954,2022,118000,1,pink
7955,2022,205000,0,light pink
7956,2022,184000,0,light pink
7957,2022,185900,0,light pink
7958,2022,129300,1,pink
7959,2022,247500,2,purple
7960,2022,172200,0,light pink
7961,2022,68293,3,dark purple
7962,2022,177000,0,light pink
7963,2022,131000,1,pink
7964,2022,205000,0,light pink
7965,2022,184000,0,light pink
7966,2022,146000,1,pink
7967,2022,102000,3,dark purple
7968,2022,169000,0,light pink
7969,2022,110600,1,pink
7970,2022,230000,0,light pink
7971,2022,196000,0,light pink
7972,2022,135000,1,pink
7973,2022,100000,3,dark purple
7974,2022,80000,3,dark purple
7975,2022,65000,3,dark purple
7976,2022,135000,1,pink
7977,2022,100000,3,dark purple
7978,2022,61566,3,dark purple
7979,2022,43096,3,dark purple
7980,2022,175000,0,light pink
7981,2022,135000,1,pink
7982,2022,80000,3,dark purple
7983,2022,231250,0,light pink
7984,2022,138750,1,pink
7985,2022,193750,0,light pink
7986,2022,116250,1,pink
7987,2022,231250,0,light pink
7988,2022,138750,1,pink
7989,2022,231250,0,light pink
7990,2022,138750,1,pink
7991,2022,231250,0,light pink
7992,2022,138750,1,pink
7993,2022,193750,0,light pink
7994,2022,116250,1,pink
7995,2022,208000,0,light pink
7996,2022,127000,1,pink
7997,2022,300000,2,purple
7998,2022,196000,0,light pink
7999,2022,204500,0,light pink
8000,2022,142200,1,pink
8001,2021,45555,3,dark purple
8002,2022,185900,0,light pink
8003,2022,129300,1,pink
8004,2022,47280,3,dark purple
8005,2022,37824,3,dark purple
8006,2022,204500,0,light pink
8007,2022,142200,1,pink
8008,2022,205000,0,light pink
8009,2022,185000,0,light pink
8010,2022,185900,0,light pink
8011,2022,129300,1,pink
8012,2022,247500,2,purple
8013,2022,172200,0,light pink
8014,2022,160000,1,pink
8015,2022,135000,1,pink
8016,2022,150000,1,pink
8017,2022,100000,3,dark purple
8018,2022,110000,1,pink
8019,2022,95000,3,dark purple
8020,2022,185900,0,light pink
8021,2022,129300,1,pink
8022,2022,205000,0,light pink
8023,2022,184000,0,light pink
8024,2022,375000,2,purple
8025,2022,191200,0,light pink
8026,2022,130000,1,pink
8027,2022,225000,0,light pink
8028,2022,156400,1,pink
8029,2022,169000,0,light pink
8030,2022,110600,1,pink
8031,2022,204500,0,light pink
8032,2022,142200,1,pink
8033,2022,104663,1,pink
8034,2022,80036,3,dark purple
8035,2022,185900,0,light pink
8036,2022,129300,1,pink
8037,2022,140700,1,pink
8038,2022,93800,3,dark purple
8039,2022,350000,2,purple
8040,2022,135000,1,pink
8041,2022,115934,1,pink
8042,2022,81666,3,dark purple
8043,2022,104697,1,pink
8044,2022,33000,3,dark purple
8045,2022,34672,3,dark purple
8046,2022,201000,0,light pink
8047,2022,119000,1,pink
8048,2022,175000,0,light pink
8049,2022,150000,1,pink
8050,2022,154560,1,pink
8051,2022,123648,1,pink
8052,2022,130000,1,pink
8053,2022,100000,3,dark purple
8054,2022,170000,0,light pink
8055,2022,145000,1,pink
8056,2022,135000,1,pink
8057,2022,100000,3,dark purple
8058,2022,247500,2,purple
8059,2022,172200,0,light pink
8060,2022,177500,0,light pink
8061,2022,134000,1,pink
8062,2022,185900,0,light pink
8063,2022,129300,1,pink
8064,2022,192564,0,light pink
8065,2022,144854,1,pink
8066,2022,130000,1,pink
8067,2022,105000,1,pink
8068,2022,179305,0,light pink
8069,2022,142127,1,pink
8070,2022,315000,2,purple
8071,2022,225000,0,light pink
8072,2022,243900,2,purple
8073,2022,156600,1,pink
8074,2022,206000,0,light pink
8075,2022,160000,1,pink
8076,2022,109000,1,pink
8077,2022,79000,3,dark purple
8078,2022,160000,1,pink
8079,2022,109000,1,pink
8080,2022,89306,3,dark purple
8081,2022,182500,0,light pink
8082,2022,128500,1,pink
8083,2022,160000,1,pink
8084,2022,90000,3,dark purple
8085,2022,77300,3,dark purple
8086,2022,45600,3,dark purple
8087,2022,127000,1,pink
8088,2022,110000,1,pink
8089,2022,210000,0,light pink
8090,2022,136000,1,pink
8091,2022,170000,0,light pink
8092,2022,140000,1,pink
8093,2022,247500,2,purple
8094,2022,172200,0,light pink
8095,2022,225000,0,light pink
8096,2022,184100,0,light pink
8097,2022,130000,1,pink
8098,2022,90000,3,dark purple
8099,2022,120000,1,pink
8100,2022,100000,3,dark purple
8101,2022,85000,3,dark purple
8102,2022,78000,3,dark purple
8103,2022,161000,1,pink
8104,2022,110000,1,pink
8105,2022,136000,1,pink
8106,2022,104000,1,pink
8107,2022,47280,3,dark purple
8108,2022,37824,3,dark purple
8109,2022,205000,0,light pink
8110,2022,160000,1,pink
8111,2022,169000,0,light pink
8112,2022,110600,1,pink
8113,2022,61566,3,dark purple
8114,2022,49253,3,dark purple
8115,2022,160000,1,pink
8116,2022,130000,1,pink
8117,2022,245000,2,purple
8118,2022,180000,0,light pink
8119,2022,135000,1,pink
8120,2022,100000,3,dark purple
8121,2022,220000,0,light pink
8122,2022,150000,1,pink
8123,2022,198440,0,light pink
8124,2022,144000,1,pink
8125,2022,240000,2,purple
8126,2022,170000,0,light pink
8127,2022,198440,0,light pink
8128,2022,144000,1,pink
8129,2022,150000,1,pink
8130,2022,100000,3,dark purple
8131,2022,120000,1,pink
8132,2022,95000,3,dark purple
8133,2022,57872,3,dark purple
8134,2022,64000,3,dark purple
8135,2022,39925,3,dark purple
8136,2022,187200,0,light pink
8137,2022,116100,1,pink
8138,2022,150000,1,pink
8139,2022,127000,1,pink
8140,2022,275000,2,purple
8141,2022,166000,0,light pink
8142,2022,159699,1,pink
8143,2022,138938,1,pink
8144,2022,76000,3,dark purple
8145,2022,166700,0,light pink
8146,2022,119000,1,pink
8147,2022,130000,1,pink
8148,2022,100000,3,dark purple
8149,2022,103432,3,dark purple
8150,2022,92350,3,dark purple
8151,2022,80000,3,dark purple
8152,2022,52500,3,dark purple
8153,2022,236000,2,purple
8154,2022,182000,0,light pink
8155,2022,180000,0,light pink
8156,2022,140000,1,pink
8157,2022,225000,0,light pink
8158,2022,156400,1,pink
8159,2022,135000,1,pink
8160,2022,100000,3,dark purple
8161,2022,204500,0,light pink
8162,2022,142200,1,pink
8163,2022,240000,2,purple
8164,2022,125404,1,pink
8165,2022,300000,2,purple
8166,2022,130000,1,pink
8167,2022,195000,0,light pink
8168,2022,175000,0,light pink
8169,2022,155000,1,pink
8170,2022,110000,1,pink
8171,2022,123000,1,pink
8172,2022,92250,3,dark purple
8173,2022,170000,0,light pink
8174,2022,150000,1,pink
8175,2022,180000,0,light pink
8176,2022,100000,3,dark purple
8177,2022,97000,3,dark purple
8178,2022,90000,3,dark purple
8179,2022,200000,0,light pink
8180,2022,160000,1,pink
8181,2022,210000,0,light pink
8182,2022,180000,0,light pink
8183,2022,260000,2,purple
8184,2022,180000,0,light pink
8185,2022,210000,0,light pink
8186,2022,157000,1,pink
8187,2022,180000,0,light pink
8188,2022,100000,3,dark purple
8189,2022,80000,3,dark purple
8190,2022,52500,3,dark purple
8191,2022,128000,1,pink
8192,2022,81500,3,dark purple
8193,2022,105000,1,pink
8194,2022,70000,3,dark purple
8195,2022,175000,0,light pink
8196,2022,122500,1,pink
8197,2022,171000,0,light pink
8198,2022,117000,1,pink
8199,2022,202800,0,light pink
8200,2022,104300,1,pink
8201,2022,50432,3,dark purple
8202,2022,36773,3,dark purple
8203,2022,197000,0,light pink
8204,2022,99000,3,dark purple
8205,2022,160000,1,pink
8206,2022,110000,1,pink
8207,2022,185900,0,light pink
8208,2022,129300,1,pink
8209,2022,30000,3,dark purple
8210,2022,78000,3,dark purple
8211,2022,48000,3,dark purple
8212,2022,170000,0,light pink
8213,2022,130000,1,pink
8214,2022,150000,1,pink
8215,2022,95000,3,dark purple
8216,2022,78000,3,dark purple
8217,2022,42000,3,dark purple
8218,2022,345600,2,purple
8219,2022,230400,0,light pink
8220,2022,145000,1,pink
8221,2022,115000,1,pink
8222,2022,78000,3,dark purple
8223,2022,48000,3,dark purple
8224,2022,175950,0,light pink
8225,2022,130050,1,pink
8226,2022,205600,0,light pink
8227,2022,105700,1,pink
8228,2022,236600,2,purple
8229,2022,89200,3,dark purple
8230,2022,84000,3,dark purple
8231,2022,54000,3,dark purple
8232,2022,80000,3,dark purple
8233,2022,200000,0,light pink
8234,2022,73742,3,dark purple
8235,2022,165000,0,light pink
8236,2022,33246,3,dark purple
8237,2022,185900,0,light pink
8238,2022,129300,1,pink
8239,2022,169000,0,light pink
8240,2022,110600,1,pink
8241,2021,75050,3,dark purple
8242,2022,225000,0,light pink
8243,2022,184100,0,light pink
8244,2022,185900,0,light pink
8245,2022,129300,1,pink
8246,2022,225000,0,light pink
8247,2022,156400,1,pink
8248,2022,185900,0,light pink
8249,2022,129300,1,pink
8250,2022,108000,1,pink
8251,2022,155000,1,pink
8252,2022,38000,3,dark purple
8253,2022,85000,3,dark purple
8254,2022,65000,3,dark purple
8255,2022,155000,1,pink
8256,2022,38000,3,dark purple
8257,2022,110820,1,pink
8258,2022,92350,3,dark purple
8259,2022,153600,1,pink
8260,2022,106800,1,pink
8261,2022,185000,0,light pink
8262,2022,50000,3,dark purple
8263,2022,185900,0,light pink
8264,2022,129300,1,pink
8265,2022,155000,1,pink
8266,2022,38000,3,dark purple
8267,2022,168000,0,light pink
8268,2022,130000,1,pink
8269,2022,123400,1,pink
8270,2022,88100,3,dark purple
8271,2022,120000,1,pink
8272,2022,55000,3,dark purple
8273,2022,185900,0,light pink
8274,2022,129300,1,pink
8275,2022,191200,0,light pink
8276,2022,130000,1,pink
8277,2022,169000,0,light pink
8278,2022,110600,1,pink
8279,2022,150000,1,pink
8280,2022,120000,1,pink
8281,2022,139000,1,pink
8282,2022,122000,1,pink
8283,2022,185900,0,light pink
8284,2022,129300,1,pink
8285,2022,139600,1,pink
8286,2022,85700,3,dark purple
8287,2022,185000,0,light pink
8288,2022,50000,3,dark purple
8289,2022,185900,0,light pink
8290,2022,129300,1,pink
8291,2022,225000,0,light pink
8292,2022,156400,1,pink
8293,2022,200000,0,light pink
8294,2022,175000,0,light pink
8295,2022,185900,0,light pink
8296,2022,129300,1,pink
8297,2022,148500,1,pink
8298,2022,98200,3,dark purple
8299,2022,115000,1,pink
8300,2022,95000,3,dark purple
8301,2022,225000,0,light pink
8302,2022,66000,3,dark purple
8303,2022,185000,0,light pink
8304,2022,50000,3,dark purple
8305,2022,47280,3,dark purple
8306,2022,37824,3,dark purple
8307,2022,134000,1,pink
8308,2022,98000,3,dark purple
8309,2022,105000,1,pink
8310,2022,62000,3,dark purple
8311,2022,57000,3,dark purple
8312,2022,161311,1,pink
8313,2022,144200,1,pink
8314,2022,115360,1,pink
8315,2022,83171,3,dark purple
8316,2022,73546,3,dark purple
8317,2022,42026,3,dark purple
8318,2022,170000,0,light pink
8319,2022,150000,1,pink
8320,2022,180000,0,light pink
8321,2022,160000,1,pink
8322,2022,108000,1,pink
8323,2022,200000,0,light pink
8324,2022,150000,1,pink
8325,2022,125976,1,pink
8326,2022,188700,0,light pink
8327,2022,160395,1,pink
8328,2022,115934,1,pink
8329,2022,81666,3,dark purple
8330,2022,300000,2,purple
8331,2022,225000,0,light pink
8332,2022,198440,0,light pink
8333,2022,144000,1,pink
8334,2022,191475,0,light pink
8335,2022,141525,1,pink
8336,2022,50432,3,dark purple
8337,2022,36773,3,dark purple
8338,2022,75648,3,dark purple
8339,2022,156868,1,pink
8340,2022,200000,0,light pink
8341,2022,198440,0,light pink
8342,2022,144000,1,pink
8343,2022,69344,3,dark purple
8344,2022,90000,3,dark purple
8345,2022,126080,1,pink
8346,2022,84053,3,dark purple
8347,2022,200000,0,light pink
8348,2022,180000,0,light pink
8349,2022,108000,1,pink
8350,2022,85000,3,dark purple
8351,2022,210000,0,light pink
8352,2022,180000,0,light pink
8353,2022,165000,0,light pink
8354,2022,132000,1,pink
8355,2022,130000,1,pink
8356,2022,110000,1,pink
8357,2022,45050,3,dark purple
8358,2021,42028,3,dark purple
8359,2022,135000,1,pink
8360,2022,178800,0,light pink
8361,2022,132100,1,pink
8362,2022,20000,3,dark purple
8363,2022,140000,1,pink
8364,2022,110000,1,pink
8365,2022,160000,1,pink
8366,2022,85000,3,dark purple
8367,2022,250000,2,purple
8368,2022,63000,3,dark purple
8369,2022,187200,0,light pink
8370,2022,116100,1,pink
8371,2022,200000,0,light pink
8372,2022,145000,1,pink
8373,2022,229998,0,light pink
8374,2022,154545,1,pink
8375,2022,215000,0,light pink
8376,2022,159000,1,pink
8377,2022,229998,0,light pink
8378,2022,154545,1,pink
8379,2022,50000,3,dark purple
8380,2022,183000,0,light pink
8381,2022,99750,3,dark purple
8382,2022,68400,3,dark purple
8383,2022,236900,2,purple
8384,2022,159200,1,pink
8385,2022,243225,2,purple
8386,2022,179775,0,light pink
8387,2022,175000,0,light pink
8388,2022,150000,1,pink
8389,2022,210000,0,light pink
8390,2022,180000,0,light pink
8391,2022,148000,1,pink
8392,2022,128000,1,pink
8393,2022,190000,0,light pink
8394,2022,135000,1,pink
8395,2022,130000,1,pink
8396,2022,110000,1,pink
8397,2022,191475,0,light pink
8398,2022,141525,1,pink
8399,2022,160000,1,pink
8400,2022,85000,3,dark purple
8401,2022,218000,0,light pink
8402,2022,145300,1,pink
8403,2022,195400,0,light pink
8404,2022,131300,1,pink
8405,2022,105000,1,pink
8406,2022,191475,0,light pink
8407,2022,141525,1,pink
8408,2022,207000,0,light pink
8409,2022,153000,1,pink
8410,2022,191475,0,light pink
8411,2022,141525,1,pink
8412,2022,110000,1,pink
8413,2022,99000,3,dark purple
8414,2022,191475,0,light pink
8415,2022,141525,1,pink
8416,2022,191475,0,light pink
8417,2022,141525,1,pink
8418,2022,191475,0,light pink
8419,2022,141525,1,pink
8420,2022,200000,0,light pink
8421,2022,135000,1,pink
8422,2022,207000,0,light pink
8423,2022,153000,1,pink
8424,2022,191475,0,light pink
8425,2022,141525,1,pink
8426,2022,191475,0,light pink
8427,2022,141525,1,pink
8428,2022,191475,0,light pink
8429,2022,141525,1,pink
8430,2022,195700,0,light pink
8431,2022,130500,1,pink
8432,2022,130000,1,pink
8433,2022,84000,3,dark purple
8434,2022,100000,3,dark purple
8435,2022,60000,3,dark purple
8436,2022,80036,3,dark purple
8437,2022,67723,3,dark purple
8438,2022,141300,1,pink
8439,2022,102100,3,dark purple
8440,2022,50432,3,dark purple
8441,2022,36773,3,dark purple
8442,2022,150000,1,pink
8443,2022,102200,3,dark purple
8444,2022,144000,1,pink
8445,2022,113000,1,pink
8446,2022,31520,3,dark purple
8447,2022,195400,0,light pink
8448,2022,131300,1,pink
8449,2022,195400,0,light pink
8450,2022,131300,1,pink
8451,2022,195400,0,light pink
8452,2022,131300,1,pink
8453,2022,190000,0,light pink
8454,2022,135000,1,pink
8455,2022,135000,1,pink
8456,2022,80000,3,dark purple
8457,2022,160000,1,pink
8458,2022,85000,3,dark purple
8459,2022,178800,0,light pink
8460,2022,132100,1,pink
8461,2022,60000,3,dark purple
8462,2022,63040,3,dark purple
8463,2022,50000,3,dark purple
8464,2022,140000,1,pink
8465,2022,105000,1,pink
8466,2022,80036,3,dark purple
8467,2022,67723,3,dark purple
8468,2022,190000,0,light pink
8469,2022,140000,1,pink
8470,2022,100000,3,dark purple
8471,2022,60000,3,dark purple
8472,2022,180000,0,light pink
8473,2022,165000,0,light pink
8474,2022,108000,1,pink
8475,2021,20000,3,dark purple
8476,2022,190000,0,light pink
8477,2022,135000,1,pink
8478,2022,179400,0,light pink
8479,2022,154000,1,pink
8480,2022,193900,0,light pink
8481,2022,129300,1,pink
8482,2022,222640,0,light pink
8483,2022,182160,0,light pink
8484,2022,150000,1,pink
8485,2022,100000,3,dark purple
8486,2022,122500,1,pink
8487,2022,100000,3,dark purple
8488,2022,297500,2,purple
8489,2022,260000,2,purple
8490,2021,15000,3,dark purple
8491,2022,193000,0,light pink
8492,2022,93000,3,dark purple
8493,2022,73000,3,dark purple
8494,2022,100000,3,dark purple
8495,2022,60000,3,dark purple
8496,2022,136994,1,pink
8497,2022,101570,3,dark purple
8498,2022,250000,2,purple
8499,2022,63000,3,dark purple
8500,2022,134000,1,pink
8501,2022,98000,3,dark purple
8502,2022,191475,0,light pink
8503,2022,141525,1,pink
8504,2022,57786,3,dark purple
8505,2022,136000,1,pink
8506,2022,112000,1,pink
8507,2022,172000,0,light pink
8508,2022,140000,1,pink
8509,2022,215000,0,light pink
8510,2022,164000,0,light pink
8511,2022,300000,2,purple
8512,2022,130000,1,pink
8513,2022,250000,2,purple
8514,2022,63000,3,dark purple
8515,2022,180000,0,light pink
8516,2022,150000,1,pink
8517,2021,45390,3,dark purple
8518,2022,250000,2,purple
8519,2022,63000,3,dark purple
8520,2022,191475,0,light pink
8521,2022,141525,1,pink
8522,2022,97500,3,dark purple
8523,2022,212800,0,light pink
8524,2022,142800,1,pink
8525,2022,73546,3,dark purple
8526,2022,50000,3,dark purple
8527,2022,151800,1,pink
8528,2022,130240,1,pink
8529,2022,165000,0,light pink
8530,2022,140250,1,pink
8531,2022,135000,1,pink
8532,2022,115000,1,pink
8533,2022,179400,0,light pink
8534,2022,154000,1,pink
8535,2022,191475,0,light pink
8536,2022,141525,1,pink
8537,2022,191475,0,light pink
8538,2022,141525,1,pink
8539,2022,191475,0,light pink
8540,2022,141525,1,pink
8541,2022,75000,3,dark purple
8542,2022,84053,3,dark purple
8543,2022,73546,3,dark purple
8544,2022,98506,3,dark purple
8545,2022,86193,3,dark purple
8546,2022,84053,3,dark purple
8547,2022,73546,3,dark purple
8548,2022,191475,0,light pink
8549,2022,141525,1,pink
8550,2022,191475,0,light pink
8551,2022,141525,1,pink
8552,2022,102663,3,dark purple
8553,2022,80041,3,dark purple
8554,2022,191475,0,light pink
8555,2022,141525,1,pink
8556,2022,104611,1,pink
8557,2022,82280,3,dark purple
8558,2022,191475,0,light pink
8559,2022,141525,1,pink
8560,2022,191475,0,light pink
8561,2022,141525,1,pink
8562,2022,115000,1,pink
8563,2022,31520,3,dark purple
8564,2022,81000,3,dark purple
8565,2022,66000,3,dark purple
8566,2022,46000,3,dark purple
8567,2022,80000,3,dark purple
8568,2022,200000,0,light pink
8569,2022,180000,0,light pink
8570,2022,200000,0,light pink
8571,2022,204100,0,light pink
8572,2022,136100,1,pink
8573,2022,250000,2,purple
8574,2022,63000,3,dark purple
8575,2022,118208,1,pink
8576,2022,110820,1,pink
8577,2021,19073,3,dark purple
8578,2022,191475,0,light pink
8579,2022,141525,1,pink
8580,2022,191475,0,light pink
8581,2022,141525,1,pink
8582,2022,191475,0,light pink
8583,2022,141525,1,pink
8584,2022,95000,3,dark purple
8585,2022,70000,3,dark purple
8586,2022,75000,3,dark purple
8587,2022,113000,1,pink
8588,2022,170000,0,light pink
8589,2022,130000,1,pink
8590,2022,113000,1,pink
8591,2022,140000,1,pink
8592,2021,50000,3,dark purple
8593,2022,53368,3,dark purple
8594,2022,175000,0,light pink
8595,2022,140000,1,pink
8596,2022,29944,3,dark purple
8597,2022,250000,2,purple
8598,2022,63000,3,dark purple
8599,2022,160000,1,pink
8600,2022,119300,1,pink
8601,2022,145000,1,pink
8602,2022,105000,1,pink
8603,2022,90000,3,dark purple
8604,2022,146200,1,pink
8605,2022,124270,1,pink
8606,2022,225000,0,light pink
8607,2022,160000,1,pink
